Date,USDCNY,EURUSD,USDJPY,GBPUSD,USDCAD,AUDUSD
2011/6/16,6.4744,1.4212,80.61,1.6167,0.9812,1.0561
2011/6/17,6.4744,1.43,80.05,1.6196,0.9794,1.0618
2011/6/20,6.4781,1.4308,80.27,1.6201,0.9796,1.0576
2011/6/21,6.4655,1.44,80.24,1.6236,0.9722,1.0594
2011/6/22,6.4629,1.4334,80.32,1.6066,0.9739,1.0569
2011/6/23,6.4676,1.4264,80.41,1.6015,0.9781,1.0534
2011/6/24,6.473,1.4186,80.43,1.5957,0.9882,1.0494
2011/6/27,6.4772,1.4287,80.91,1.5985,0.9858,1.0452
2011/6/28,6.4704,1.4367,81.04,1.5993,0.9803,1.0536
2011/6/29,6.4635,1.4427,80.82,1.606,0.97,1.067
2011/6/30,6.464,1.4492,80.55,1.6041,0.9639,1.0706
2011/7/1,6.4649,1.4523,80.83,1.6074,0.9583,1.0768
2011/7/5,6.4676,1.4422,81.09,1.6064,0.9629,1.0682
2011/7/6,6.467,1.4314,80.92,1.6,0.9651,1.0695
2011/7/7,6.4658,1.4358,81.23,1.5968,0.9588,1.0771
2011/7/8,6.465,1.4264,80.6,1.6058,0.9612,1.0759
2011/7/11,6.4671,1.4044,80.28,1.5907,0.9688,1.0656
2011/7/12,6.4722,1.3974,79.16,1.5935,0.9653,1.0594
2011/7/13,6.4676,1.4198,78.68,1.6156,0.9575,1.0765
2011/7/14,6.4576,1.4144,79.14,1.6142,0.9596,1.072
2011/7/15,6.463,1.4149,79.11,1.6128,0.9535,1.0631
2011/7/18,6.4687,1.4105,79.03,1.6046,0.9593,1.0602
2011/7/19,6.4634,1.4156,79.2,1.6125,0.9497,1.0724
2011/7/20,6.4595,1.4221,78.83,1.6151,0.9474,1.0744
2011/7/21,6.4516,1.442,78.52,1.6316,0.9439,1.0832
2011/7/22,6.4455,1.4354,78.54,1.63,0.948,1.085
2011/7/25,6.445,1.4376,78.25,1.628,0.947,1.0846
2011/7/26,6.4414,1.4514,77.94,1.6419,0.9433,1.0955
2011/7/27,6.4433,1.4371,77.9,1.6329,0.9488,1.1024
2011/7/28,6.4428,1.4327,77.69,1.6371,0.9491,1.101
2011/7/29,6.4366,1.4379,77.14,1.6436,0.9562,1.0985
2011/8/1,6.434,1.4257,77.43,1.6307,0.9559,1.0969
2011/8/2,6.4382,1.4187,77.33,1.628,0.9612,1.0777
2011/8/3,6.4341,1.4347,77.04,1.6436,0.9612,1.0769
2011/8/4,6.439,1.4094,79.17,1.6258,0.9803,1.0453
2011/8/5,6.4404,1.428,78.41,1.6391,0.9812,1.045
2011/8/8,6.436,1.4169,77.82,1.6313,0.9931,1.0185
2011/8/9,6.4306,1.439,77.23,1.6323,0.9773,1.039
2011/8/10,6.4181,1.4162,76.79,1.613,0.9947,1.0159
2011/8/11,6.3945,1.424,76.87,1.6237,0.9843,1.0343
2011/8/12,6.3895,1.4245,76.67,1.6276,0.9875,1.0346
2011/8/15,6.3904,1.4448,76.8,1.6386,0.9796,1.0511
2011/8/16,6.3828,1.4396,76.82,1.645,0.9825,1.0468
2011/8/17,6.3871,1.4425,76.58,1.654,0.9802,1.0535
2011/8/18,6.3877,1.4322,76.5,1.6504,0.991,1.0378
2011/8/19,6.393,1.4393,76.54,1.6463,0.99,1.0406
2011/8/22,6.4013,1.4357,76.83,1.646,0.9903,1.0397
2011/8/23,6.397,1.4435,76.67,1.6491,0.9878,1.0529
2011/8/24,6.3885,1.441,76.94,1.6359,0.9874,1.0469
2011/8/25,6.39,1.4372,77.47,1.6278,0.9882,1.0423
2011/8/26,6.3868,1.4495,76.65,1.6367,0.9803,1.0574
2011/8/29,6.381,1.4513,76.86,1.6414,0.9762,1.0667
2011/8/30,6.3805,1.4437,76.68,1.63,0.9786,1.067
2011/8/31,6.3782,1.4379,76.67,1.6251,0.9781,1.0687
2011/9/1,6.3813,1.4257,76.91,1.6183,0.9761,1.0723
2011/9/2,6.3826,1.4207,76.79,1.6216,0.9855,1.0645
2011/9/6,6.3908,1.4001,77.55,1.5943,0.9897,1.049
2011/9/7,6.394,1.4091,77.2,1.5985,0.9837,1.0655
2011/9/8,6.384,1.3881,77.52,1.5961,0.9891,1.058
2011/9/9,6.3882,1.3656,77.59,1.588,0.9969,1.0469
2011/9/12,6.3882,1.3658,77.12,1.5857,0.9923,1.0352
2011/9/13,6.3991,1.368,76.9,1.5779,0.9858,1.0312
2011/9/14,6.3964,1.3741,76.69,1.5764,0.9903,1.0261
2011/9/15,6.392,1.3882,76.72,1.5794,0.9837,1.0333
2011/9/16,6.3834,1.3792,76.76,1.5784,0.9775,1.0357
2011/9/19,6.3868,1.3675,76.56,1.569,0.9904,1.0211
2011/9/20,6.3843,1.3697,76.47,1.5735,0.9929,1.0265
2011/9/21,6.3823,1.3582,76.46,1.5508,1.0055,1.0052
2011/9/22,6.3877,1.3455,76.28,1.5336,1.029,0.9746
2011/9/23,6.3889,1.3496,76.54,1.5463,1.0279,0.9785
2011/9/26,6.4006,1.3527,76.38,1.5556,1.0243,0.984
2011/9/27,6.3992,1.3589,76.75,1.5634,1.0193,0.9908
2011/9/28,6.3938,1.3525,76.54,1.5563,1.0341,0.9756
2011/9/29,6.3983,1.3583,76.83,1.5602,1.0369,0.9769
2011/9/30,6.3859,1.3386,77.01,1.5583,1.05,0.966
2011/10/3,6.3859,1.3184,76.6,1.5431,1.0534,0.9529
2011/10/4,6.3859,1.3335,76.86,1.5474,1.0523,0.9556
2011/10/5,6.3859,1.3321,76.77,1.5451,1.0525,0.9581
2011/10/6,6.3859,1.3427,76.68,1.5433,1.0378,0.9732
2011/10/7,6.3859,1.3379,76.71,1.5557,1.0392,0.9767
2011/10/10,6.347,1.3635,76.69,1.5657,1.0267,0.9993
2011/10/11,6.375,1.3647,76.68,1.5591,1.0285,0.9959
2011/10/12,6.3585,1.3782,77.25,1.5744,1.0179,1.0134
2011/10/13,6.382,1.3771,76.86,1.576,1.0207,1.0186
2011/10/14,6.3785,1.3875,77.15,1.5821,1.0096,1.0338
2011/10/17,6.3706,1.3734,76.85,1.574,1.0233,1.0165
2011/10/18,6.3813,1.3733,76.77,1.5701,1.0153,1.0261
2011/10/19,6.3775,1.3757,76.83,1.5771,1.0194,1.0231
2011/10/20,6.3855,1.3775,76.83,1.5784,1.0159,1.0225
2011/10/21,6.384,1.3892,76.27,1.5947,1.0066,1.0354
2011/10/24,6.3754,1.3931,76.12,1.599,1.0039,1.0466
2011/10/25,6.3604,1.3907,76.07,1.6002,1.0159,1.043
2011/10/26,6.3533,1.3892,76.28,1.5958,1.0047,1.0393
2011/10/27,6.3595,1.4183,75.96,1.6097,0.9918,1.0711
2011/10/28,6.3586,1.4146,75.81,1.613,0.9917,1.07
2011/10/31,6.3549,1.3859,78.18,1.608,0.9996,1.054
2011/11/1,6.3543,1.3697,78.37,1.5947,1.0189,1.0328
2011/11/2,6.3573,1.3747,78.07,1.5947,1.0139,1.034
2011/11/3,6.3514,1.3814,78.04,1.6032,1.0076,1.0401
2011/11/4,6.3392,1.3789,78.23,1.6029,1.0186,1.0374
2011/11/7,6.351,1.3775,78.05,1.6057,1.0125,1.0374
2011/11/8,6.3454,1.3833,77.7,1.6087,1.0093,1.0392
2011/11/9,6.3415,1.3543,77.82,1.5922,1.0234,1.0139
2011/11/10,6.3459,1.3605,77.63,1.5931,1.0171,1.0153
2011/11/11,6.3424,1.3745,77.1,1.6065,1.0106,1.028
2011/11/14,6.3538,1.3633,77.07,1.591,1.0158,1.0202
2011/11/15,6.3465,1.3535,77.02,1.5819,1.0207,1.0177
2011/11/16,6.3446,1.3462,77.04,1.5732,1.0241,1.0082
2011/11/17,6.3508,1.3454,76.97,1.5751,1.0288,0.9998
2011/11/18,6.3554,1.352,76.89,1.5797,1.0273,1.0005
2011/11/21,6.36,1.3491,76.88,1.5637,1.0393,0.984
2011/11/22,6.3608,1.3507,76.95,1.563,1.0381,0.984
2011/11/23,6.359,1.3342,77.3,1.5521,1.0476,0.9687
2011/11/25,6.375,1.3234,77.72,1.5432,1.0474,0.9708
2011/11/28,6.3841,1.3317,77.98,1.5506,1.0345,0.9901
2011/11/29,6.3778,1.3317,77.92,1.5591,1.0316,1.0004
2011/11/30,6.3789,1.3445,77.6,1.5705,1.0179,1.0282
2011/12/1,6.3635,1.346,77.68,1.5689,1.0137,1.0241
2011/12/2,6.3597,1.3393,77.96,1.5592,1.019,1.0214
2011/12/5,6.3641,1.3398,77.82,1.5646,1.0168,1.027
2011/12/6,6.3642,1.34,77.71,1.5599,1.0094,1.0244
2011/12/7,6.3643,1.3412,77.67,1.5708,1.0092,1.0292
2011/12/8,6.3619,1.3343,77.63,1.5626,1.0228,1.0166
2011/12/9,6.3647,1.3385,77.61,1.5668,1.017,1.0217
2011/12/12,6.3606,1.3187,77.9,1.558,1.0266,1.0073
2011/12/13,6.3652,1.3035,77.99,1.5479,1.0339,1.0014
2011/12/14,6.371,1.2982,78.02,1.5465,1.0393,0.991
2011/12/15,6.3735,1.3014,77.85,1.551,1.0347,0.9918
2011/12/16,6.3484,1.3041,77.79,1.5541,1.038,0.9973
2011/12/19,6.3378,1.2997,78.03,1.5496,1.0383,0.9894
2011/12/20,6.3472,1.308,77.86,1.566,1.0299,1.0081
2011/12/21,6.3387,1.3046,78.05,1.5676,1.026,1.0099
2011/12/22,6.339,1.3046,78.15,1.5673,1.0205,1.0127
2011/12/23,6.3364,1.3047,78.05,1.5583,1.0204,1.0132
2011/12/27,6.3226,1.3068,77.86,1.5669,1.0183,1.0154
2011/12/28,6.323,1.2938,77.94,1.5455,1.0244,1.0092
2011/12/29,6.3192,1.2956,77.63,1.5415,1.0201,1.0136
2011/12/30,6.2948,1.2951,76.89,1.5535,1.0205,1.0206
2012/1/3,6.2948,1.305,76.71,1.5646,1.0105,1.0376
2012/1/4,6.2946,1.2945,76.69,1.5616,1.0125,1.0373
2012/1/5,6.3017,1.2787,77.1,1.5492,1.0195,1.0262
2012/1/6,6.3095,1.2718,76.96,1.5423,1.0282,1.0227
2012/1/9,6.3146,1.2766,76.82,1.546,1.0234,1.0237
2012/1/10,6.315,1.2776,76.84,1.5481,1.0158,1.0317
2012/1/11,6.3155,1.2706,76.87,1.5325,1.0191,1.031
2012/1/12,6.3178,1.2813,76.75,1.5332,1.0187,1.0332
2012/1/13,6.3066,1.2672,76.95,1.5313,1.023,1.0316
2012/1/17,6.315,1.2735,76.82,1.5332,1.0153,1.0375
2012/1/18,6.312,1.2865,76.83,1.5437,1.0111,1.0433
2012/1/19,6.3167,1.2968,77.09,1.5488,1.0112,1.0418
2012/1/20,6.339,1.2932,77.01,1.5572,1.0124,1.0483
2012/1/23,6.339,1.3012,77.01,1.5572,1.0124,1.0523
2012/1/24,6.339,1.3035,77.66,1.5623,1.0091,1.0492
2012/1/25,6.339,1.3104,77.78,1.5655,1.0045,1.0597
2012/1/26,6.339,1.3107,77.45,1.5686,1.0014,1.0627
2012/1/27,6.339,1.3219,76.69,1.5724,1.0015,1.0655
2012/1/30,6.331,1.3143,76.32,1.5709,1.0015,1.0597
2012/1/31,6.3085,1.3085,76.25,1.5763,1.0024,1.0618
2012/2/1,6.3067,1.3157,76.21,1.583,0.9984,1.0703
2012/2/2,6.3018,1.3142,76.21,1.5803,0.9991,1.0709
2012/2/3,6.3028,1.3161,76.57,1.5816,0.993,1.0771
2012/2/6,6.3121,1.3131,76.54,1.5824,0.9955,1.0727
2012/2/7,6.3049,1.3261,76.75,1.5897,0.9945,1.0805
2012/2/8,6.2945,1.326,77.04,1.5814,0.9959,1.0798
2012/2/9,6.2952,1.3286,77.66,1.5817,0.9948,1.0786
2012/2/10,6.2986,1.3196,77.61,1.5755,1.0014,1.0672
2012/2/13,6.2971,1.3188,77.58,1.5765,0.9995,1.0729
2012/2/14,6.2996,1.313,78.43,1.5692,0.9987,1.0693
2012/2/15,6.3,1.3066,78.42,1.569,0.9993,1.0698
2012/2/16,6.3016,1.3135,78.9,1.5801,0.9964,1.0754
2012/2/17,6.2991,1.3141,79.55,1.5823,0.9964,1.0699
2012/2/21,6.2964,1.3235,79.72,1.5776,0.9967,1.066
2012/2/22,6.296,1.3251,80.28,1.5666,0.9995,1.0637
2012/2/23,6.2985,1.3368,79.98,1.5741,0.9973,1.0716
2012/2/24,6.2978,1.3451,81.2,1.5876,0.9992,1.0693
2012/2/27,6.3019,1.3397,80.61,1.5822,0.9984,1.0756
2012/2/28,6.299,1.3463,80.45,1.5899,0.995,1.0766
2012/2/29,6.2936,1.3325,81.14,1.5916,0.9895,1.0732
2012/3/1,6.3002,1.331,81.09,1.5954,0.9856,1.0808
2012/3/2,6.2982,1.3197,81.79,1.583,0.9886,1.073
2012/3/5,6.3067,1.3218,81.52,1.5863,0.9942,1.0669
2012/3/6,6.308,1.3113,80.88,1.5718,1.0014,1.055
2012/3/7,6.3099,1.3147,81.08,1.5739,0.9974,1.0584
2012/3/8,6.3165,1.3275,81.56,1.5828,0.9903,1.0642
2012/3/9,6.3107,1.3122,82.45,1.5672,0.9907,1.0573
2012/3/12,6.3265,1.3145,82.29,1.5632,0.9926,1.051
2012/3/13,6.327,1.3079,82.88,1.5705,0.9887,1.0538
2012/3/14,6.3323,1.3027,83.68,1.5666,0.9932,1.0448
2012/3/15,6.33,1.3079,83.54,1.5711,0.9916,1.0526
2012/3/16,6.3227,1.3175,83.43,1.5831,0.9917,1.0592
2012/3/19,6.3233,1.3235,83.39,1.5889,0.9869,1.061
2012/3/20,6.3241,1.3223,83.72,1.5855,0.9913,1.0475
2012/3/21,6.3229,1.3212,83.38,1.5864,0.9919,1.0449
2012/3/22,6.2997,1.3194,82.59,1.5814,0.9989,1.0393
2012/3/23,6.3078,1.3268,82.32,1.5868,0.9976,1.047
2012/3/26,6.314,1.3356,82.86,1.5966,0.991,1.054
2012/3/27,6.3072,1.3317,83.19,1.5946,0.9953,1.0454
2012/3/28,6.3051,1.3315,82.88,1.5886,0.9984,1.0387
2012/3/29,6.306,1.3298,82.39,1.595,0.9965,1.0378
2012/3/30,6.298,1.334,82.84,1.6005,0.9986,1.0342
2012/4/2,6.298,1.3316,82.05,1.602,0.9905,1.0409
2012/4/3,6.298,1.3233,82.8,1.591,0.9908,1.0328
2012/4/4,6.298,1.314,82.41,1.5889,0.996,1.0263
2012/4/5,6.3153,1.3063,82.35,1.5824,0.9929,1.0302
2012/4/9,6.3085,1.3108,81.54,1.5896,0.9968,1.0309
2012/4/10,6.3085,1.3081,80.73,1.5862,1.0039,1.0254
2012/4/11,6.3081,1.3107,80.86,1.5907,1.0033,1.0303
2012/4/12,6.3073,1.3185,80.87,1.5956,0.9944,1.0437
2012/4/13,6.303,1.3075,80.91,1.5854,0.9993,1.0376
2012/4/16,6.315,1.3133,80.42,1.5897,0.9996,1.0354
2012/4/17,6.3015,1.3126,80.87,1.5922,0.99,1.0394
2012/4/18,6.3028,1.3116,81.28,1.6016,0.9909,1.0355
2012/4/19,6.3039,1.3133,81.59,1.605,0.9948,1.0333
2012/4/20,6.3085,1.322,81.49,1.6119,0.9918,1.038
2012/4/23,6.3088,1.3154,81.16,1.6123,0.9907,1.0315
2012/4/24,6.3073,1.3194,81.31,1.6141,0.9871,1.032
2012/4/25,6.3041,1.3222,81.31,1.6167,0.9833,1.0367
2012/4/26,6.306,1.3192,80.99,1.6177,0.986,1.0368
2012/4/27,6.3102,1.3255,80.24,1.626,0.9811,1.0456
2012/4/30,6.3102,1.3241,79.82,1.6235,0.9867,1.0426
2012/5/1,6.3102,1.3237,80.08,1.6215,0.9856,1.0333
2012/5/2,6.307,1.3153,80.13,1.6194,0.9866,1.0323
2012/5/3,6.305,1.315,80.18,1.6178,0.9884,1.0265
2012/5/4,6.3062,1.3083,79.82,1.6144,0.9947,1.0189
2012/5/7,6.3079,1.3056,79.89,1.6193,0.9927,1.0204
2012/5/8,6.308,1.2998,79.87,1.6152,0.9988,1.0109
2012/5/9,6.3097,1.2933,79.65,1.613,1.0023,1.004
2012/5/10,6.314,1.2931,79.91,1.6128,1.0028,1.0058
2012/5/11,6.3106,1.2917,79.91,1.6066,1.0012,1.0017
2012/5/14,6.3215,1.2825,79.86,1.6096,1.0031,0.9957
2012/5/15,6.3182,1.2733,80.22,1.5996,1.0065,0.9939
2012/5/16,6.3271,1.2715,80.34,1.5909,1.012,0.9911
2012/5/17,6.3252,1.2682,79.31,1.578,1.0194,0.9887
2012/5/18,6.3284,1.2778,79.01,1.5816,1.0193,0.9832
2012/5/21,6.3279,1.2808,79.29,1.5821,1.0175,0.9912
2012/5/22,6.3231,1.268,79.97,1.5764,1.021,0.9792
2012/5/23,6.3345,1.2585,79.44,1.5689,1.0243,0.9754
2012/5/24,6.3447,1.2535,79.57,1.5667,1.0263,0.9765
2012/5/25,6.3439,1.2515,79.67,1.5657,1.0292,0.9762
2012/5/29,6.348,1.2485,79.53,1.5631,1.023,0.9833
2012/5/30,6.3577,1.2367,79.12,1.5479,1.0295,0.9705
2012/5/31,6.369,1.236,78.35,1.5403,1.0327,0.9726
2012/6/1,6.3709,1.2433,77.95,1.5361,1.04,0.9695
2012/6/4,6.3645,1.2493,78.29,1.538,1.0418,0.9718
2012/6/5,6.3675,1.2448,78.75,1.5373,1.0378,0.9745
2012/6/6,6.3635,1.2576,79.25,1.5489,1.0276,0.9919
2012/6/7,6.3635,1.2562,79.66,1.5532,1.0275,0.9892
2012/6/8,6.3705,1.2505,79.47,1.5454,1.0265,0.9914
2012/6/11,6.3694,1.2464,79.39,1.5472,1.0319,0.9856
2012/6/12,6.3699,1.2504,79.57,1.5566,1.0261,0.9952
2012/6/13,6.3691,1.2562,79.42,1.5508,1.0293,0.9945
2012/6/14,6.3703,1.2627,79.38,1.5551,1.023,1.0021
2012/6/15,6.3651,1.2636,78.69,1.5705,1.0214,1.0076
2012/6/18,6.357,1.2573,79.08,1.5667,1.0234,1.012
2012/6/19,6.3545,1.2686,78.97,1.5724,1.0179,1.0191
2012/6/20,6.3599,1.2699,79.46,1.5706,1.0184,1.0181
2012/6/21,6.3642,1.2546,80.21,1.5597,1.0281,1.0052
2012/6/22,6.3642,1.257,80.41,1.5576,1.024,1.0062
2012/6/25,6.3633,1.2502,79.64,1.5571,1.029,1.0006
2012/6/26,6.3629,1.2491,79.49,1.5635,1.024,1.0059
2012/6/27,6.3554,1.2468,79.67,1.5566,1.0242,1.0079
2012/6/28,6.3575,1.244,79.41,1.5514,1.0327,1.0041
2012/6/29,6.3541,1.266,79.78,1.5706,1.0165,1.0224
2012/7/2,6.3488,1.2583,79.52,1.5691,1.0164,1.0255
2012/7/3,6.3523,1.2606,79.81,1.5686,1.012,1.0282
2012/7/5,6.3559,1.2388,79.89,1.552,1.0144,1.0287
2012/7/6,6.3649,1.2284,79.65,1.5489,1.0195,1.0209
2012/7/9,6.3714,1.2312,79.56,1.5524,1.0188,1.0207
2012/7/10,6.3659,1.2252,79.38,1.5514,1.0225,1.0191
2012/7/11,6.3686,1.2238,79.71,1.5502,1.0193,1.025
2012/7/12,6.3733,1.2199,79.24,1.543,1.0189,1.0131
2012/7/13,6.3789,1.2243,79.16,1.5574,1.0141,1.0235
2012/7/16,6.3787,1.227,78.85,1.5632,1.0148,1.0243
2012/7/17,6.3729,1.2285,79.06,1.5643,1.0124,1.0299
2012/7/18,6.3702,1.2278,78.8,1.5652,1.0101,1.0363
2012/7/19,6.3734,1.2276,78.61,1.5716,1.0078,1.0419
2012/7/20,6.3735,1.2152,78.48,1.5619,1.0117,1.0373
2012/7/23,6.3864,1.2112,78.32,1.55,1.0188,1.0255
2012/7/24,6.3858,1.2059,78.16,1.5502,1.0219,1.0222
2012/7/25,6.3885,1.215,78.15,1.5493,1.0154,1.0309
2012/7/26,6.3841,1.2276,78.19,1.5682,1.0099,1.0394
2012/7/27,6.3807,1.2324,78.33,1.5727,1.007,1.0434
2012/7/30,6.3794,1.2257,78.15,1.5707,1.0018,1.0493
2012/7/31,6.3627,1.2298,78.11,1.5674,1.0031,1.0491
2012/8/1,6.3685,1.2228,78.42,1.5537,1.0051,1.0459
2012/8/2,6.3674,1.2182,78.23,1.5515,1.0071,1.046
2012/8/3,6.3727,1.2386,78.45,1.5642,1.0011,1.0566
2012/8/6,6.3742,1.2396,78.25,1.5598,1.0002,1.0562
2012/8/7,6.3664,1.2397,78.58,1.562,0.9967,1.0557
2012/8/8,6.3615,1.2365,78.43,1.5656,0.9942,1.0568
2012/8/9,6.359,1.2304,78.57,1.5633,0.9912,1.0573
2012/8/10,6.36,1.2288,78.27,1.5683,0.9907,1.0575
2012/8/13,6.3598,1.2331,78.3,1.568,0.9925,1.0514
2012/8/14,6.3586,1.2318,78.73,1.5675,0.9919,1.0487
2012/8/15,6.3625,1.2285,78.97,1.5678,0.9891,1.05
2012/8/16,6.3658,1.2356,79.32,1.5734,0.9863,1.051
2012/8/17,6.3585,1.233,79.5,1.5697,0.9892,1.0436
2012/8/20,6.3594,1.2347,79.48,1.5705,0.9886,1.0442
2012/8/21,6.3562,1.247,79.28,1.5782,0.9887,1.0485
2012/8/22,6.3518,1.2529,78.56,1.5881,0.9908,1.0507
2012/8/23,6.3535,1.2562,78.54,1.5857,0.9938,1.0443
2012/8/24,6.3545,1.2512,78.63,1.58,0.9921,1.04
2012/8/27,6.3568,1.2498,78.74,1.5789,0.9905,1.0359
2012/8/28,6.353,1.2565,78.52,1.5818,0.9879,1.0363
2012/8/29,6.3517,1.2531,78.68,1.5828,0.9895,1.0343
2012/8/30,6.3496,1.2506,78.61,1.5783,0.9922,1.0289
2012/8/31,6.3484,1.2576,78.37,1.5863,0.9859,1.0321
2012/9/4,6.3473,1.2567,78.41,1.5873,0.9856,1.0224
2012/9/5,6.3492,1.2601,78.4,1.59,0.9903,1.0192
2012/9/6,6.3428,1.2631,78.85,1.5933,0.9826,1.0281
2012/9/7,6.343,1.2815,78.18,1.6024,0.9784,1.0374
2012/9/10,6.3376,1.2758,78.26,1.5985,0.9774,1.033
2012/9/11,6.3351,1.2851,77.79,1.6067,0.9732,1.0428
2012/9/12,6.3264,1.2897,77.82,1.6107,0.9759,1.0461
2012/9/13,6.3296,1.2985,77.47,1.6149,0.9688,1.0543
2012/9/14,6.3145,1.313,78.22,1.6211,0.9706,1.0564
2012/9/17,6.3173,1.3114,78.71,1.6248,0.9746,1.0472
2012/9/18,6.3189,1.3043,78.78,1.6241,0.9746,1.0452
2012/9/19,6.3093,1.3046,78.35,1.6219,0.9743,1.0474
2012/9/20,6.3038,1.2965,78.24,1.6214,0.9767,1.0429
2012/9/21,6.3053,1.2971,78.11,1.6219,0.9772,1.0457
2012/9/24,6.3093,1.293,77.84,1.6221,0.9784,1.0425
2012/9/25,6.3066,1.2903,77.79,1.6193,0.98,1.0384
2012/9/26,6.302,1.2872,77.72,1.6166,0.9846,1.0371
2012/9/27,6.3025,1.2915,77.62,1.6234,0.98,1.0451
2012/9/28,6.2849,1.2857,77.96,1.616,0.9833,1.0375
2012/10/1,6.2849,1.2887,78,1.6131,0.9819,1.0356
2012/10/2,6.2849,1.2915,78.16,1.6127,0.984,1.0261
2012/10/3,6.2849,1.2909,78.49,1.6079,0.9873,1.0218
2012/10/4,6.2849,1.3016,78.49,1.6191,0.9805,1.0245
2012/10/5,6.2849,1.3029,78.65,1.613,0.978,1.0185
2012/10/8,6.2872,1.2966,78.29,1.602,0.9769,1.0192
2012/10/9,6.2878,1.288,78.25,1.6001,0.9779,1.0206
2012/10/10,6.2833,1.2849,78.16,1.6001,0.9819,1.0217
2012/10/11,6.277,1.2929,78.4,1.6047,0.9784,1.0264
2012/10/12,6.2672,1.2953,78.39,1.607,0.9782,1.0234
2012/10/15,6.2707,1.2944,78.7,1.607,0.9808,1.0252
2012/10/16,6.2707,1.3094,78.88,1.612,0.9863,1.0306
2012/10/17,6.2545,1.3114,79.01,1.6139,0.9778,1.0373
2012/10/18,6.2503,1.3068,79.28,1.6048,0.9856,1.0366
2012/10/19,6.2538,1.3022,79.33,1.5996,0.9928,1.033
2012/10/22,6.2547,1.3063,79.93,1.6011,0.9923,1.0327
2012/10/23,6.248,1.2984,79.86,1.595,0.9922,1.0265
2012/10/24,6.248,1.2968,79.8,1.6035,0.9935,1.0348
2012/10/25,6.2417,1.2938,80.36,1.6117,0.9943,1.0354
2012/10/26,6.2489,1.2935,79.58,1.6091,0.9967,1.0366
2012/10/31,6.2372,1.2957,79.78,1.6128,0.9999,1.0373
2012/11/1,6.2405,1.2939,80.14,1.6122,0.9965,1.0399
2012/11/2,6.2415,1.2841,80.44,1.6031,0.9958,1.0335
2012/11/5,6.2454,1.2794,80.28,1.5979,0.9963,1.0364
2012/11/6,6.2456,1.2814,80.34,1.6001,0.9919,1.0432
2012/11/7,6.2437,1.2771,79.98,1.5985,0.9964,1.0411
2012/11/8,6.2429,1.2747,79.47,1.598,1.0001,1.0404
2012/11/9,6.245,1.2713,79.46,1.5896,1.0011,1.038
2012/11/12,6.2291,1.2708,79.48,1.5876,0.9998,1.0426
2012/11/13,6.2265,1.2703,79.38,1.587,1.0022,1.0436
2012/11/14,6.2252,1.2734,80.23,1.584,1.0035,1.0375
2012/11/15,6.2334,1.2781,81.16,1.5862,1.0007,1.0332
2012/11/16,6.2356,1.2741,81.32,1.5883,1.001,1.034
2012/11/19,6.2345,1.2813,81.41,1.5908,0.996,1.0411
2012/11/20,6.2326,1.2816,81.67,1.5921,0.9968,1.0387
2012/11/21,6.2302,1.2829,82.52,1.5951,0.9962,1.0367
2012/11/23,6.2285,1.2976,82.38,1.6029,0.9925,1.0457
2012/11/26,6.2255,1.2969,82.06,1.6028,0.9933,1.0463
2012/11/27,6.2223,1.2943,82.14,1.6023,0.9942,1.0447
2012/11/28,6.2273,1.2946,82.08,1.6015,0.9918,1.0475
2012/11/29,6.2281,1.2977,82.12,1.604,0.9927,1.0434
2012/11/30,6.2267,1.2984,82.45,1.6008,0.9943,1.0423
2012/12/3,6.2279,1.3052,82.23,1.609,0.995,1.0418
2012/12/4,6.2256,1.3095,81.88,1.6097,0.9928,1.047
2012/12/5,6.2253,1.3064,82.46,1.6089,0.9918,1.0456
2012/12/6,6.2282,1.2969,82.38,1.6049,0.991,1.0484
2012/12/7,6.2301,1.2928,82.47,1.6041,0.989,1.0482
2012/12/10,6.2451,1.2939,82.36,1.6073,0.9864,1.0489
2012/12/11,6.246,1.3003,82.51,1.6112,0.9861,1.0529
2012/12/12,6.2518,1.3073,83.25,1.6148,0.9844,1.0553
2012/12/13,6.2329,1.3076,83.64,1.6111,0.9846,1.0526
2012/12/14,6.2415,1.3161,83.5,1.6166,0.9857,1.0564
2012/12/17,6.235,1.3162,83.89,1.6203,0.9836,1.055
2012/12/18,6.2324,1.3227,84.2,1.6251,0.9857,1.0534
2012/12/19,6.2303,1.3226,84.38,1.6244,0.9886,1.048
2012/12/20,6.2302,1.3243,84.37,1.6279,0.9875,1.0482
2012/12/21,6.2286,1.3183,84.23,1.6168,0.9933,1.0401
2012/12/24,6.2335,1.3185,84.9,1.612,0.9926,1.0361
2012/12/26,6.2353,1.3223,85.61,1.6136,0.9941,1.0373
2012/12/27,6.236,1.3234,86.09,1.6098,0.995,1.0377
2012/12/28,6.2335,1.3217,85.97,1.6168,0.9968,1.0373
2012/12/31,6.2303,1.3193,86.72,1.6243,0.9918,1.0393
2013/1/2,6.2303,1.3185,87.31,1.6252,0.985,1.0502
2013/1/3,6.2303,1.3049,87.23,1.6108,0.9875,1.0465
2013/1/4,6.2303,1.3068,88.15,1.6068,0.9873,1.0477
2013/1/7,6.2296,1.3116,87.78,1.6114,0.9857,1.0502
2013/1/8,6.2241,1.308,87.04,1.6054,0.9864,1.0502
2013/1/9,6.2262,1.3063,87.87,1.6022,0.9877,1.0514
