"USD","EUR","GBP","JPY","CNY","INR"
0.0124949563968446,0.00703164586371852,0.00724862017099337,0.0178076850649944,0.020381920738572,0.0210192175406725
-0.00497926339960753,-0.00451284897428383,0.00026605347831854,-0.0184412572232553,-0.0150003993773034,-0.020751961483727
0.0109218361864105,0.0103392101186044,0.0183753946543899,0.01601000549128,0.0264004529012158,0.0292715899297988
0.00148014170596422,0.00243648312639078,0.00946924025364471,0.00186069196499972,0.00796550203553892,-0.00203144390652099
-0.01740615847695,-0.00808578820671091,-0.00533631060642481,-0.00332361128070247,-0.0115765993313275,-0.0145347093928425
0.00932097294306189,0.00841187652936792,0.0012254220883996,0.00150964757195027,-0.00376428803651674,0.00368441914529427
0.00297766969392388,0.00345501320106134,0.00433261800895579,0.00013251464997488,0.00101530552493756,0.00383064825855328
0.00920756258397759,0.00717223844061898,0.00875585021406877,0.00985688582652067,0.0107316461901164,0.0107364912065275
0.00815000436192381,0.0078108017539309,0.00638956479495434,0.00268297607919443,0.00181010131799653,0.0060517721999549
-0.00243803452742952,-0.00379890930008653,-0.00466949630008706,-0.00190285420677228,-0.00190242356887804,0.00200914601732549
-0.00113978682045435,-0.00287107590236069,-0.0020497810983704,0.000212234777141163,-0.00154766610550983,-0.00687247164099247
-0.0219065006655974,-0.0182596368832648,-0.00938732067902137,-0.0125887747764697,-0.00290544772883994,-0.00573776851988228
0.00199634070626775,-0.00343894945336398,-0.00426250205225465,-0.00341524404456628,-0.00694467430964796,-0.00694426378527524
-0.00667002639609748,-0.00416275952036127,-0.000408671266810323,-0.00888630578400118,-0.00270012963356514,-0.00270033898621769
-0.00368756703485396,-0.00387370193099912,-0.00413323743828009,-0.000686084151411137,-0.0168436216754877,-0.00417901073093141
0.0183033395887504,0.0201215049297163,0.0151826652783438,0.0177198341893217,0.0131263414429537,0.0106251622969413
-0.00115482979096804,-0.00361020273278889,-0.0118672717518207,-0.00201421259029466,-0.0123529139905614,-0.00954120852916773
0.0123043140388015,0.0116609933412812,0.0082960366178062,0.00661246196414922,0.00225736412077815,0.0107623628281459
-0.0099959865505177,-0.00690027274860139,-0.00421348937973587,0.00803726182304132,0.00543238389683598,0.00685558965366795
-0.00777056071661075,0.00346854332197921,0.00159138465516229,-0.00163408183790104,0.00420487890095966,-0.0056619704223877
0.00265208177988541,0.00598543927019257,0.00490622007070662,0.00217247905583839,0.00389461581363104,0.00138728947750977
0.00264506684220667,0.00175653488342231,0.0004047019057829,0.00510487815983396,0.00337788800142391,0.00478993733516475
-0.00397022854018569,0.00306037061998676,-0.00623583741267009,0.0016831256355605,-0.00521772867697656,-0.00521398859188338
-0.00615181921827368,-0.00333230792775296,-0.000740548780465033,-0.0060795240292375,-0.00090358094076759,0.00477642604129258
0.00116676402935489,0.00699734296167609,0.0138313773870484,0.00114501604729966,-0.00319842233105838,0.00257343146624578
0.00779892777304436,0.0134377517417157,0.0155868024364256,0.0173062972492577,0.0190504171815586,0.015824392265019
